[2022-03-03 04:01:01,809] DEEPMD INFO    deepmd.entrypoints.train                       _____               _____   __  __  _____           _     _  _   
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      |  __ \             |  __ \ |  \/  ||  __ \         | |   (_)| |  
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      | |  | |  ___   ___ | |__) || \  / || |  | | ______ | | __ _ | |_ 
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      | |  | | / _ \ / _ \|  ___/ | |\/| || |  | ||______|| |/ /| || __|
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      | |__| ||  __/|  __/| |     | |  | || |__| |        |   < | || |_ 
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      |_____/  \___| \___||_|     |_|  |_||_____/         |_|\_\|_| \__|
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      Please read and cite:
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      Wang, Zhang, Han and E, Comput.Phys.Comm. 228, 178-184 (2018)
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      installed to:         /tmp/pip-req-build-_2u72bby/_skbuild/linux-x86_64-3.7/cmake-install
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      source :              v2.0.2-59-gc5f88f3
[2022-03-03 04:01:01,810] DEEPMD INFO    deepmd.entrypoints.train                      source brach:         asc-2022
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.entrypoints.train                      source commit:        c5f88f3
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.entrypoints.train                      source commit at:     2022-01-02 22:27:00 +0800
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.entrypoints.train                      build float prec:     double
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.entrypoints.train                      build with tf inc:    /home/asc22g0/CK/hov/lib/python3.7/site-packages/tensorflow/include
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.entrypoints.train                      build with tf lib:    
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      ---Summary of the training---------------------------------------
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      running on:           node1
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      computing device:     gpu:0
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      CUDA_VISIBLE_DEVICES: 0,1,2,3
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      Count of visible GPU: 4
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      num_intra_threads:    0
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      num_inter_threads:    0
[2022-03-03 04:01:01,811] DEEPMD INFO    deepmd.train.run_options                      -----------------------------------------------------------------
[2022-03-03 04:01:02,971] DEEPMD INFO    deepmd.utils.data_system                      ---Summary of DataSystem: training     -----------------------------------------------
[2022-03-03 04:01:02,971] DEEPMD INFO    deepmd.utils.data_system                      found 1 system(s):
[2022-03-03 04:01:02,971] DEEPMD INFO    deepmd.utils.data_system                                                          system  natoms  bch_sz   n_bch   prob  pbc
[2022-03-03 04:01:02,971] DEEPMD INFO    deepmd.utils.data_system                                                            data     192       1   40000  1.000    T
[2022-03-03 04:01:02,971] DEEPMD INFO    deepmd.utils.data_system                      --------------------------------------------------------------------------------------
[2022-03-03 04:01:02,971] DEEPMD INFO    deepmd.train.trainer                          training without frame parameter
[2022-03-03 04:01:03,177] DEEPMD INFO    deepmd.train.trainer                          built lr
[2022-03-03 04:01:03,805] DEEPMD INFO    deepmd.train.trainer                          built network
[2022-03-03 04:01:04,782] DEEPMD INFO    deepmd.train.trainer                          built training
[2022-03-03 04:01:04,782] DEEPMD WARNING root                                          To get the best performance, it is recommended to adjust the number of threads by setting the environment variables OMP_NUM_THREADS, TF_INTRA_OP_PARALLELISM_THREADS, and TF_INTER_OP_PARALLELISM_THREADS.
[2022-03-03 04:01:04,826] DEEPMD INFO    deepmd.train.trainer                          initialize model from scratch
[2022-03-03 04:01:05,892] DEEPMD INFO    deepmd.train.trainer                          start training at lr 5.00e-04 (== 5.00e-04), decay_step 5000, decay_rate 0.008379, final lr will be 3.51e-08
[2022-03-03 04:01:14,725] DEEPMD INFO    deepmd.train.trainer                          batch     100 training time 8.14 s, testing time 0.08 s
[2022-03-03 04:01:22,148] DEEPMD INFO    deepmd.train.trainer                          batch     200 training time 7.26 s, testing time 0.08 s
[2022-03-03 04:01:29,497] DEEPMD INFO    deepmd.train.trainer                          batch     300 training time 7.13 s, testing time 0.08 s
[2022-03-03 04:01:36,814] DEEPMD INFO    deepmd.train.trainer                          batch     400 training time 7.07 s, testing time 0.13 s
[2022-03-03 04:01:44,132] DEEPMD INFO    deepmd.train.trainer                          batch     500 training time 7.15 s, testing time 0.09 s
[2022-03-03 04:01:51,713] DEEPMD INFO    deepmd.train.trainer                          batch     600 training time 7.36 s, testing time 0.14 s
[2022-03-03 04:01:59,072] DEEPMD INFO    deepmd.train.trainer                          batch     700 training time 7.19 s, testing time 0.08 s
[2022-03-03 04:02:06,251] DEEPMD INFO    deepmd.train.trainer                          batch     800 training time 6.97 s, testing time 0.12 s
[2022-03-03 04:02:13,308] DEEPMD INFO    deepmd.train.trainer                          batch     900 training time 6.88 s, testing time 0.09 s
[2022-03-03 04:02:20,756] DEEPMD INFO    deepmd.train.trainer                          batch    1000 training time 7.28 s, testing time 0.08 s
[2022-03-03 04:02:27,994] DEEPMD INFO    deepmd.train.trainer                          batch    1100 training time 7.00 s, testing time 0.16 s
[2022-03-03 04:02:35,315] DEEPMD INFO    deepmd.train.trainer                          batch    1200 training time 7.15 s, testing time 0.08 s
[2022-03-03 04:02:42,841] DEEPMD INFO    deepmd.train.trainer                          batch    1300 training time 7.29 s, testing time 0.08 s
[2022-03-03 04:02:50,327] DEEPMD INFO    deepmd.train.trainer                          batch    1400 training time 7.32 s, testing time 0.08 s
[2022-03-03 04:02:57,630] DEEPMD INFO    deepmd.train.trainer                          batch    1500 training time 7.14 s, testing time 0.08 s
[2022-03-03 04:03:04,856] DEEPMD INFO    deepmd.train.trainer                          batch    1600 training time 7.05 s, testing time 0.09 s
[2022-03-03 04:03:12,281] DEEPMD INFO    deepmd.train.trainer                          batch    1700 training time 7.25 s, testing time 0.08 s
[2022-03-03 04:03:19,759] DEEPMD INFO    deepmd.train.trainer                          batch    1800 training time 7.30 s, testing time 0.09 s
[2022-03-03 04:03:26,985] DEEPMD INFO    deepmd.train.trainer                          batch    1900 training time 7.05 s, testing time 0.08 s
[2022-03-03 04:03:34,563] DEEPMD INFO    deepmd.train.trainer                          batch    2000 training time 7.33 s, testing time 0.08 s
[2022-03-03 04:03:34,880] DEEPMD INFO    deepmd.train.trainer                          saved checkpoint model.ckpt
[2022-03-03 04:03:42,286] DEEPMD INFO    deepmd.train.trainer                          batch    2100 training time 7.19 s, testing time 0.14 s
[2022-03-03 04:03:49,579] DEEPMD INFO    deepmd.train.trainer                          batch    2200 training time 7.12 s, testing time 0.08 s
[2022-03-03 04:03:56,937] DEEPMD INFO    deepmd.train.trainer                          batch    2300 training time 7.19 s, testing time 0.08 s
[2022-03-03 04:04:04,423] DEEPMD INFO    deepmd.train.trainer                          batch    2400 training time 7.31 s, testing time 0.09 s
[2022-03-03 04:04:11,640] DEEPMD INFO    deepmd.train.trainer                          batch    2500 training time 7.02 s, testing time 0.09 s
[2022-03-03 04:04:18,929] DEEPMD INFO    deepmd.train.trainer                          batch    2600 training time 7.12 s, testing time 0.09 s
[2022-03-03 04:04:26,151] DEEPMD INFO    deepmd.train.trainer                          batch    2700 training time 7.05 s, testing time 0.08 s
[2022-03-03 04:04:33,415] DEEPMD INFO    deepmd.train.trainer                          batch    2800 training time 7.10 s, testing time 0.08 s
[2022-03-03 04:04:40,161] DEEPMD INFO    deepmd.train.trainer                          batch    2900 training time 6.58 s, testing time 0.08 s
[2022-03-03 04:04:47,426] DEEPMD INFO    deepmd.train.trainer                          batch    3000 training time 7.10 s, testing time 0.08 s
[2022-03-03 04:04:54,699] DEEPMD INFO    deepmd.train.trainer                          batch    3100 training time 7.04 s, testing time 0.08 s
[2022-03-03 04:05:01,542] DEEPMD INFO    deepmd.train.trainer                          batch    3200 training time 6.67 s, testing time 0.09 s
[2022-03-03 04:05:09,016] DEEPMD INFO    deepmd.train.trainer                          batch    3300 training time 7.30 s, testing time 0.09 s
[2022-03-03 04:05:16,145] DEEPMD INFO    deepmd.train.trainer                          batch    3400 training time 6.97 s, testing time 0.08 s
[2022-03-03 04:05:23,484] DEEPMD INFO    deepmd.train.trainer                          batch    3500 training time 7.17 s, testing time 0.08 s
[2022-03-03 04:05:30,843] DEEPMD INFO    deepmd.train.trainer                          batch    3600 training time 7.20 s, testing time 0.08 s
